source_id,stem_hash,split,auto_red_flag_family,lexicon_terms,token_count,has_agentclinic_osce,question,answer,clinician_include,clinician_grid,clinician_notes
awinml/medqa:validation:539,3c331167bc96a971,validation,mechanical,low_back|lumbar|back_pain,155,False,"A 70-year-old man comes to the physician because of a 4-month history of progressively worsening lower back pain. He describes the pain as a constant, dull ache that interferes with his sleep and is only partially relieved with ibuprofen. Two years ago, he was diagnosed with advanced prostate cancer, for which he underwent radiation therapy of the prostate and bilateral orchiectomy. One year postoperatively, serum prostate-specific antigen (PSA) was undetectable. He missed his previous follow-up visit. Current medications include over-the-counter ibuprofen. Vital signs are within normal limits. Physical examination shows tenderness of the spinous process of the third lumbar vertebra. Digital rectal examination shows a hard, nontender prostate. The remainder of the examination shows no abnormalities. The serum PSA concentration is 16 ng/mL (N<4). A technetium-99m bone scan shows increased uptake at the second and third lumbar vertebral bodies. In addition to analgesia, which of the following is the most appropriate next step in management?",External beam radiotherapy to the lumbar vertebrae,,,
awinml/medqa:validation:571,f8c5f48d5658f880,validation,mechanical,back_pain,131,False,"A 56-year-old man presents with severe back pain for the past hour. He says the pain started about 1 hour ago and has not improved. The patient describes the pain as sharp, 10/10, and located between his scapula. Past medical history is significant for hypertension, which he is noncompliant with medication. His vital signs are a blood pressure of 180/95 mm Hg and a pulse of 108/min. On physical examination, there is a loss of pain and temperature sensation in the lower trunk and extremities bilaterally. Strength is 4 out of 5 in all muscle groups in the lower extremities bilaterally. A contrast CT of the chest reveals findings consistent with a type B aortic dissection. Which of the following etiologies is the most likely cause of this patient’s neurologic findings?",Anterior cord syndrome,,,
awinml/medqa:validation:609,ee7c0e9236b93a86,validation,mechanical,low_back|back_pain,98,False,"A 32-year-old G2P2 at 33 weeks and 4 days of gestation presents to the emergency room with low-grade fever, mild low back pain, and dysuria for 1 day. She has a history of urinary tract infections, including one during this current pregnancy that was treated successfully with cephalexin. On examination, she is nontoxic but mildly uncomfortable; she has CVA tenderness on her right side. Her urinalysis is positive for leukocyte esterase and nitrites, and she is admitted to the hospital for IV antibiotics with ceftriaxone. Her present condition places her at increased risk for which of the following:",Preterm labor,,,
awinml/medqa:validation:643,eeb6b2203287ec36,validation,mechanical,lumbosacral,52,False,"A 24-year-old female with a history of recurrent infections, bipolar disorder, and no prenatal care gives birth to a male infant. On physical exam in the delivery room, you observe a tuft of hair over the infant's lumbosacral region. Which of the following drugs was this mother most likely taking during pregnancy?",Valproate,,,
awinml/medqa:validation:652,0e56a0c4a48f52c2,validation,trauma_fracture,low_back|lumbar|vertebral_fracture|back_pain,128,False,"A 44-year-old man comes to the physician because of severe lower back pain for 1 week. He has also had fatigue, weight gain, and episodic headaches during the past 3 months. He has no history of serious illness and takes no medications. His pulse is 88/min and blood pressure is 155/102 mm Hg. Physical examination shows facial plethora and truncal obesity. The skin appears stretched, with multiple ecchymotic patches over the upper and lower extremities bilaterally. Cardiopulmonary examination shows no abnormalities. There are bilateral paravertebral muscle spasms and severe tenderness over the second lumbar vertebra. An x-ray of the lumbar spine shows decreased bone density and a compression fracture of the L2 vertebra. Further evaluation of this patient is most likely to show which of the following findings?",T-wave flattening on ECG,,,
awinml/medqa:validation:664,35a6f16073a46b53,validation,trauma_fracture,vertebral_fracture,182,False,"A 16-year-old high school cheerleader is brought by her mother to the emergency department after falling on her back during a stunt. She strongly believes that the accident happened because the team couldn’t catch her ‘enormous and bloated’ body. Lately, she has been in a lot of stress as dance regionals are coming up soon and she wants to lose 6.8 kg (15 lb). She is also experiencing intermittent palpitations and dizziness, even during rest. The physical examination reveals a slender girl with bilateral swelling on her cheeks and abrasions on the dorsum of her right hand. When her mother left the room, she admitted to taking furosemide that she found in the medicine cabinet. The vital signs include: temperature 36.2°C (97.2°F), blood pressure 90/60 mm Hg, pulse rate 50/min, respiratory rate 12/min, height 162 cm (5 ft 4 in), and weight 40.9 kg (90 lb). A magnetic resonance image (MRI) of the thoracic spine shows a vertebral compression fracture. She is refusing to eat anything but ice. What is the most appropriate next step in the management of this patient’s symptoms?",Admit and start parenteral nutrition,,,
awinml/medqa:validation:716,ce9354fbb8b04d46,validation,mechanical,back_pain,128,False,"A 32-year-old man presents to his primary care physician because he has been experiencing fatigue and back pain over the last 2 days. He suffered from malaria after going on vacation 5 years ago and recently started taking a medication to deal with a latent form of this infection. He started developing these symptoms 36 hours after taking the first dose and noticed his urine became progressively darker during that time. On physical exam he is found to have scleral icterus and skin jaundice. Labs are obtained with the following results:

Hematocrit: 32% (Normal: 41%-53%)
Hemoglobin: 10.6 g/dL (Normal: 13.5-17.5 g/dL)
Leukocyte count: 8500/mm3 (Normal: 4500-11,000/mm3)
Platelet count: 273,000/mm3 (Normal: 150,000-400,000/mm3)

Which of the following would most likely be seen on a peripheral blood smear in this patient?",Small round inclusions of denatured hemoglobin,,,
awinml/medqa:validation:720,5662c538c6936aed,validation,mechanical,back_pain,136,False,"A 57-year-old man presents to the emergency department with chest and back pain. He states that his symptoms started suddenly 1 hour ago and have persisted. He has a past medical history of hypertension and diabetes. His temperature is 98.5°F (36.9°C), blood pressure is 168/111 mmHg, pulse is 95/min, respirations are 14/min, and oxygen saturation is 99% on room air. Physical exam is notable for an uncomfortable man but is otherwise within normal limits. An initial ECG is unremarkable. Laboratory values are ordered as seen below.

Hemoglobin: 15 g/dL
Hematocrit: 45%
Leukocyte count: 6,300/mm^3 with normal differential
Platelet count: 222,000/mm^3

Serum:
Na+: 141 mEq/L
Cl-: 103 mEq/L
K+: 4.5 mEq/L
HCO3-: 24 mEq/L
BUN: 42 mg/dL
Glucose: 129 mg/dL
Creatinine: 1.9 mg/dL
Ca2+: 10.2 mg/dL

Which of the following is the best next step in management?",Transesophageal echocardiography,,,
awinml/medqa:validation:764,bc4963ce7768082e,validation,mechanical,back_pain,167,False,"A 66-year-old man presents to his primary care provider for a routine checkup. He says that he feels well overall but has experienced some intermittent back pain and vague epigastric pain over the past 6 months. He also has experienced cramping in both legs that is worse whenever he walks for long periods of time. He has a history of poorly controlled hypertension, diabetes mellitus, recurrent renal stones, and major depressive disorder. He takes lisinopril, nifedipine, metformin, glyburide, and fluoxetine. He has a 55-pack-year smoking history and drinks alcohol socially. His temperature is 98.4°F (36.9°C), blood pressure is 155/85 mmHg, pulse is 92/min, and respirations are 16/min. On exam, he is well-appearing and in no acute distress. A normal S1 and S2 are heard on auscultation. He has no abdominal tenderness to palpation. A light pulsatile mass is felt in the mid-epigastrium. Achilles and patellar reflexes are 2+ bilaterally. His gait is normal. Which of the following additional findings is most strongly associated with this patient’s condition?",Abdominal bruit,,,
awinml/medqa:validation:775,8fe00644a7a73218,validation,malignancy,low_back|lumbar|back_pain,105,False,A 68-year-old African American male presents to his primary care provider complaining of progressively worsening back pain. The pain is localized to the lower back and sometimes wakes him up from sleep. He has a history of hypertension and admits to a 50 pack-year smoking history. Further questioning reveals that he has also experienced fatigue and an unintentional weight loss of 18 pounds over the past year. Laboratory analysis is notable for an elevated alkaline phosphatase. A radiograph of the patient’s spine demonstrates multiple sclerotic lesions in the lumbar vertebral bodies. Which of the following tests would most likely confirm the diagnosis in this patient?,Transrectal ultrasound-guided prostate biopsy,,,
awinml/medqa:validation:836,419c4e023739c484,validation,mechanical,lumbar|back_pain,97,False,A 55-year-old man presents to his primary care physician for back pain. The patient states that his back pain is worse in the morning and improves with certain activities. He does not experience pain when cycling but notices the pain when standing or walking. 2 months prior to presentation he was lifting heavy boxes and furniture into his daughter's new home. He is requesting pain medication and a doctor's note to take off work for the week as his symptoms are disrupting his life. Which of the following is most likely to be seen in this patient?,Narrowing of the lumbar spinal canal on MRI,,,
awinml/medqa:validation:855,24bb5e094ffe5f83,validation,mechanical,ankylosing|back_pain,75,False,"A 26-year-old man presents to the office complaining of persistent back pain for the past 3 months. You saw the patient previously and prescribed NSAIDs and rest, but he has not improved. The patient states that his maternal grandfather had ‘back problems his whole life’, and he worries that he might have the same issues. An X-ray is performed and shows squaring of the vertebrae with longitudinal fibrous bands. What is the most likely diagnosis?",Ankylosing spondylitis,,,
awinml/medqa:validation:880,21711a0ab0165c05,validation,mechanical,back_pain,90,False,"An 18-year-old man comes to the physician because of fatigue, back pain, and dark-colored urine for two days. He has no history of serious illness. He recently sprained his ankle playing basketball and has been taking ibuprofen as needed for pain. Physical examination shows scleral icterus. Laboratory studies show a hemoglobin concentration of 9.2 g/dL and serum lactate dehydrogenase concentration of 254 U/L. A photomicrograph of a peripheral blood smear with Wright's stain is shown. Which of the following is the most likely mode of inheritance for this patient's condition?","X-linked recessive
""",,,
awinml/medqa:validation:906,982866481b32f282,validation,mechanical,back_pain,177,False,"A 55-year-old man comes to the physician because of a 4-month history of nocturia. He wakes up twice each night to urinate. He has no history of serious illness. He takes no medication. His younger brother was diagnosed with testicular cancer at the age of 35 years. Rectal examination shows a smooth, symmetrical prostate without nodules. The physician offers to discuss the advantages and limitations of the prostate specific antigen (PSA) test in diagnosing prostate cancer. He mentions that a a serum PSA of 4 ng/mL is generally used as a cutoff value. At this cutoff, the test has a sensitivity of 21% for detecting any prostate cancer and 51% for detecting high-risk prostate cancer, with a specificity of 91%. In patients without urinary retention, hematuria, back pain, or incontinence, the positive predictive value for PSA > 4 ng/mL is estimated at 30% and the negative predictive value for PSA ≤ 4 ng/mL at 85%. Based on this information, what is the probability that this patient does not have prostate cancer if his PSA is 4.3 ng/mL?",70%,,,
awinml/medqa:validation:941,6646ea842cad87a5,validation,mechanical,low_back|back_pain,159,False,"A 62-year-old man presents to his primary care physician because of lower back pain and radiating leg pain. He says that the pain is searing and goes from the buttock into the posterior thigh and lateral leg. It is moderate in intensity and he has noticed that it worsens with sitting and improves with standing. His past medical history is significant for well controlled hypertension, but he has otherwise been healthy. He works as a laborer loading packages in a warehouse and is concerned because the pain does not allow him to work. On physical exam, he is found to have pain and paresthesia while performing a straight leg raise. Radiographs show loss of disk height and MRI shows significant degeneration and posterolateral herniation of the disk in between the L5 and S1 vertebrae. Adjacent disks appear to be relatively normal without notable herniation. Which of the following sets of findings would most likely be seen in this patient?",Weak ankle plantarflexion and diminished Achilles reflex,,,
awinml/medqa:validation:954,ff8e5621b72f05ea,validation,mechanical,low_back|back_pain,253,False,"A 37-year-old man presents with right lower extremity weakness and low back pain. The patient states that he has had chronic mild to moderate low back pain for several years, but, 3 days ago after lifting a box, the pain increased in intensity and spread to his right leg. He describes the pain as severe, electrical in character, and descending from his right gluteal region along his right posterior thigh and leg to his right lateral ankle and foot. The patient also says that he has been having difficulty walking due to stumbling over his right foot. His temperature is 37.0℃ (98.6℉), the blood pressure is 125/80 mm Hg, the pulse is 72/min, the respiratory rate is 16/min, and the oxygen saturation is 98% on room air. On physical examination, the patient is alert and cooperative. Musculoskeletal examination of the lower extremities shows the following results:
Functional Muscle Group/DTR Tested Right Side Left Side
               Strength
Hip extension 5/5 5/5
Hip abduction 4/5  5/5
Hip adduction  5/5  5/5
Hip flexion 5/5 5/5
Knee flexion 5/5 5/5
Knee extension 5/5 5/5
Foot plantar flexion 5/5 5/5
Foot dorsiflexion 4/5 5/5
Foot inversion 4/5 5/5
Foot eversion 4/5 5/5
Toe extension 3/5 5/5
              Reflexes
Knee 3+ 3+
Achilles 1+ 3+
Plantar 2+ 3+
               Sensory
Sensation Decreased on the lateral aspect of the lower leg and dorsum of the foot Normal over all the surface
Lassegue test Positive at 30 deg. Negative
Which of the following is the most likely mechanism giving rise to this patient’s condition?",Protrusion of the L4/L5 intervertebral disk,,,
awinml/medqa:validation:958,0b5ce3cdc4e82f32,validation,mechanical,back_pain,174,False,"A 40-year-old man comes to the physician because of decreased sexual arousal and erectile dysfunction that has put strain on his marriage for the last year. He has also had fatigue and generalized weakness for the past 9 months. He has noticed his bowel movements have not been as frequent as usual. He has occasional dry coughing and back pain. He has not had fever, headache, or changes in vision. One year ago, he traveled to South Africa with his wife. He looks fatigued. He is 168 cm (5 ft 6 in) tall and weighs 89 kg (196 lb); BMI is 31.6 kg/m2. His temperature is 36.5°C (97.7°F), pulse is 50/min, and blood pressure is 125/90 mm Hg. Physical examination shows dry skin and a distended abdomen. Neurological examination reveals delayed deep tendon reflexes. Laboratory studies show:
Hemoglobin 11.0 g/dL
Platelet count 380,000/mm3
Serum
Na+ 130 mEq/L
Cl- 97 mEq/L
K+ 4.5 mEq/L
HCO3- 25 mEq/L
Glucose 95 mg/dL
TSH 0.2 μU/mL
Which of the following is the most likely cause of these findings?""",Pituitary adenoma,,,
awinml/medqa:validation:969,f62a269c50367794,validation,trauma_fracture,low_back|sacroiliac|back_pain,125,False,"A 25-year-old man presents to his primary care physician with lower back pain. He states that he has had the pain for the past two years. The patient works as a butcher, and recently was moving heavy meat carcasses. The patient states that his pain is worse in the morning and that nothing improves it aside from swimming. The patient has a past medical history of anabolic steroid abuse, acne, hypertension and obesity. His current medications are hydrochlorothiazide, ibuprofen, topical benzoyl peroxide, and acetaminophen. On physical exam there is no tenderness upon palpation of the spine. There is limited range of motion of the spine in all 4 directions. Which of the following is most likely to confirm the most likely diagnosis in this patient?",MRI of the sacroiliac joint,,,
awinml/medqa:validation:996,c52f371dc1f3d0f6,validation,confounder,confounder_aaa,119,False,"Four hours after undergoing an open emergency surgery under general anesthesia for a bleeding abdominal aortic aneurysm, a 55-year-old man is unable to move both his legs. During the surgery, he had prolonged hypotension, which was corrected with IV fluids and vasopressors. He has a history of hypertension and hyperlipidemia. He has smoked one pack of cigarettes daily for 35 years. Prior to admission, his medications were hydrochlorothiazide and atorvastatin. The patient is conscious and oriented to place and person. His temperature is 37.7°C (99°F), pulse is 74/min, and blood pressure is 100/70 mm Hg. Examination shows muscle strength of 1/5 in the lower extremities. Further evaluation of this patient is most likely to show which of the following?","Normal proprioception in the extremities
""",,,
awinml/medqa:validation:1080,3e047710d28bcd8a,validation,mechanical,confounder_aaa,114,False,"A 78-year-old man comes to the physician because of a 3-week history of dyspnea, chest pain, dry cough, painful swallowing, and a feeling of fullness in his head. The symptoms were initially mild but have progressively worsened. He has a history of gastroesophageal reflux disease treated with esomeprazole. He does not smoke cigarettes. His pulse is 99/min and blood pressure is 95/66 mm Hg. Examination shows swelling and redness of the face and neck. There is distention of the superficial veins of his neck and upper thorax. Plain radiographs of the chest show a widened mediastinum and unremarkable lung fields. Which of the following is the most likely underlying cause of this patient's symptoms?",Mediastinal lymphoma,,,
awinml/medqa:validation:1096,0cc798f5bf74c51c,validation,malignancy,back_pain,169,False,"A 69-year-old man comes to the physician because of a cough for the past 3 months. The cough is mostly dry, but the patient recalls a recent episode in which he coughed up mucus with dark red streaks. He has felt tired for the past few months. Over the past month, he has had poor appetite and a 5-kg (11-lb) weight loss. He also has occasional back pain, which has worsened in recent weeks. He has no recent travel history. He has smoked a pack of cigarettes daily for 30 years. He does not drink alcohol. His vitals are within normal limits. Auscultation of the lungs reveals wheezing in the lower right lung field. There is no peripheral lymphadenopathy. The liver is of normal size, and the spleen is not palpable. Laboratory studies show a hemoglobin concentration of 13.5 g/dL, serum calcium concentration of 12.3 mg/dL, and a total serum protein of 7.0 g/dL. X-rays of the chest are shown. Which of the following is the most likely diagnosis?","Squamous cell lung carcinoma
""",,,
awinml/medqa:validation:1118,746ac5430584ec92,validation,trauma_fracture,back_pain,118,False,"A 70-year-old man is brought to the emergency department because of severe back pain that began when he was lifting a box 1 hour ago. He also has a 2-year history of increasingly severe right hip pain. Physical examination shows tenderness to palpation of the lower spine as well as erythema of the skin over the right hip. Neurologic examination shows decreased hearing in the left ear; the Weber test localizes to the left side. Serum studies show an alkaline phosphatase concentration of 410 U/L, calcium concentration of 9.5 mg/dL, and parathyroid hormone level of 322 pg/mL. An x-ray of the spine shows a fracture of the L4 vertebra. Which of the following is the most likely diagnosis?",Osteitis deformans,,,
awinml/medqa:validation:1158,74b3f71b727ad878,validation,mechanical,confounder_aaa,63,False,"A 23-year-old woman comes to the physician for a 6-month history of dry cough, hoarseness, and chest pain. She does not smoke and has not lost weight. Laboratory studies show no abnormalities. An x-ray of the chest shows a mass that projects across the right hilum. A CT scan of the chest is shown. Which of the following is the most likely diagnosis?",Neurofibroma,,,
awinml/medqa:validation:1189,389471cc0d7d8070,validation,mechanical,back_pain,122,False,"A 55-year-old man comes to the physician for a follow-up examination. One month ago, he underwent a right-sided kidney transplantation due to severe polycystic kidney disease. Following the procedure, he was started on transplant rejection prophylaxis. He has had some chest and back pain as well as frequent coughing. He has also had 5–6 bowel movements per day of loose stool and occasional vomiting. He appears pale. Temperature is 37°C (98.6°F), pulse is 80/min, and blood pressure is 155/90 mm Hg. Physical examination shows lower extremity pitting edema. Laboratory studies show:
Hemoglobin 10 g/dL
Leukocyte count 2,500/mm3
Platelet count 80,000/mm3
Serum
Urea nitrogen 30 mg/dL
Glucose 150 mg/dL
Which of the following is the most likely underlying cause of this patient's symptoms?""",Mycophenolate mofetil,,,
awinml/medqa:validation:1199,4c49e74089e08b0d,validation,trauma_fracture,lumbar|vertebral_fracture,95,False,"A 45-year-old man who underwent liver transplantation 3 months ago for chronic liver failure presents to the physician because of a backache following a fall from sitting. He is currently on immunosuppressive therapy with glucocorticoids and cyclosporine. He has no comorbidities. On physical examination, his vitals are within normal limits. He has tenderness over his lumbar spine. An X-ray of the lumbar spine shows a wedge compression fracture of the L1 vertebra. His serum testosterone and serum creatinine levels are normal. Bone mineral densitometry shows a T-score of –3.0. What is the most likely diagnosis?",Transplantation-related osteoporosis,,,
awinml/medqa:test:4,3bdd43fe2100380e,test,inflammatory,ankylosing,114,False,"A 35-year-old man comes to the physician because of itchy, watery eyes for the past week. He has also been sneezing multiple times a day during this period. He had a similar episode 1 year ago around springtime. He has iron deficiency anemia and ankylosing spondylitis. Current medications include ferrous sulfate, artificial tear drops, and indomethacin. He works as an elementary school teacher. His vital signs are within normal limits. Visual acuity is 20/20 without correction. Physical examination shows bilateral conjunctival injection with watery discharge. The pupils are 3 mm, equal, and reactive to light. Examination of the anterior chamber of the eye is unremarkable. Which of the following is the most appropriate treatment?",Ketotifen eye drops,,,
awinml/medqa:test:9,c51ee9a893815dd6,test,mechanical,lumbosacral,50,False,A 23-year-old woman comes to the physician because she is embarrassed about the appearance of her nails. She has no history of serious illness and takes no medications. She appears well. A photograph of the nails is shown. Which of the following additional findings is most likely in this patient?,Silvery plaques on extensor surfaces,,,
awinml/medqa:test:35,fb9e253344c0b68b,test,mechanical,back_pain,96,False,"A 67-year-old man who was diagnosed with arthritis 16 years ago presents with right knee swelling and pain. His left knee was swollen a few weeks ago, but now with both joints affected, he has difficulty walking and feels frustrated. He also has back pain which makes it extremely difficult to move around and be active during the day. He says his pain significantly improves with rest. He also suffers from dandruff for which he uses special shampoos. Physical examination is notable for pitting of his nails. Which of the following is the most likely diagnosis?",Psoriatic arthritis,,,
awinml/medqa:test:47,f1d6a236562a96bb,test,mechanical,lumbar|spinal_stenosis,152,False,"A 55-year-old man comes to the physician because of a 6-week history of tingling pain in the sole of his right foot when he raises it above chest level during exercises. He reports that he started exercising regularly 2 months ago and that his right calf cramps when he uses the incline feature on the treadmill, forcing him to take frequent breaks. The pain completely disappears after resting for a few minutes. He has an 8-year history of type 2 diabetes mellitus. He has smoked two packs of cigarettes daily for 34 years. His only medication is metformin. His pulse is 82/min, and blood pressure is 170/92 mm Hg. Straight leg raise test elicits pallor and tingling pain in the right foot. There is no pain in the back. His muscle strength is normal. Femoral pulses are palpable; right pedal pulses are absent. Which of the following is the most likely diagnosis?",Femoropopliteal artery stenosis,,,
awinml/medqa:test:65,0ffc0eed21999082,test,mechanical,lumbar|lumbosacral|back_pain,98,False,"A 56-year-old man presents to the clinic complaining of subacute back pain for the past month. The pain is described as a dull, constant ache that is worse at night. He could not recall any precipitating event except for an amateur weight-lifting competition that he participated in 2 months ago. Past medical history is significant for non-small cell lung cancer that was diagnosed and successfully treated. A PET scan 1 year ago demonstrated no recurrence. Physical exam was unremarkable except for some point tenderness along the lumbosacral area. What is the most likely imaging finding in this patient?",Lytic lesions of the lumbar spine,,,
awinml/medqa:test:84,89156ac297ccc767,test,mechanical,back_pain,141,False,"A 30-year-old woman comes to the physician because she has been unable to conceive for 3 years. Analysis of her husband's semen has shown normal sperm counts during this time. The patient also reports episodic pelvic and back pain accompanied by painful diarrhea for 5 years. She has about one such episode on average per month for 4–6 days. She has taken ibuprofen for the pain, which has provided some relief. Menses have occurred at regular 29-day intervals since menarche at the age of 14 years and last for 7 days. She is sexually active with her husband and does not use contraception. Vital signs are within normal limits. Pelvic and bimanual examinations are normal; rectal examination is unremarkable. A hysterosalpingogram 6 months prior showed normal results. Which of the following is the most likely underlying mechanism of this patient's symptoms?",Endometrial tissue outside the uterine cavity,,,
awinml/medqa:test:133,b00552feed865320,test,mechanical,spinal_stenosis,113,False,"A 67-year-old man presents to his primary care physician for erectile dysfunction. He states that for the past month he has been unable to engage in sexual intercourse with his wife despite having appropriate sexual desire. He also endorses deep and burning buttock and hip pain when walking, which is relieved by rest. The patient states that he does not have erections at night or in the morning. His past medical history is notable for diabetes, coronary artery disease, and hypertension, and he has a 40 pack-year smoking history. Physical exam is notable for weak lower extremity and femoral pulses. Which of the following is the most specific etiology of this patient’s symptoms?",Aortoiliac atherosclerosis,,,
awinml/medqa:test:164,37f625ad4ccc46a8,test,mechanical,back_pain,136,False,"A 70-year-old woman comes to the physician for the evaluation of back pain. For the past six days, she has had a burning pain in her upper right back and chest. She cannot recall any recent injury and has no prior history of back pain. She has a history of hypertension and gastroesophageal reflux. The patient volunteers at an animal shelter three times a week. She does not smoke or drink alcohol. Current medications include ramipril and pantoprazole. The patient appears healthy and well nourished. Her temperature is 36.9°C (98.42°F), pulse is 76/min, and blood pressure is 145/92 mm Hg. Examination shows a long erythematous rash covered with multiple clear vesicles and crusty lesions extending from her back to below her right breast. Which of the following is the most likely underlying mechanism of the disease?",Viral reactivation in dorsal root ganglia,,,
awinml/medqa:test:177,8bff41b73b180278,test,inflammatory,ankylosing,124,False,"A 55-year-old man presents to a rheumatologist with bilateral wrist and knee pain that has been present for the last 10 years. The patient was a professional athlete who retired at age 50. He also notes morning stiffness in his joints that lasts approx. 50 minutes. He denies joint swelling, color changes in his digits, dryness of mucous membranes, and constitutional symptoms such as fever and chills. On physical exam, the physician notes several non-tender nodules on the left 1st, 3rd, and 4th distal interphalangeal joints. There is also tenderness with palpation at the base of both thumbs. The patient’s knees are enlarged, bilaterally, and he has pain and crepitus on passive range of motion. Which of the following is the most likely diagnosis?",Osteoarthritis,,,
awinml/medqa:test:246,7f4a99e76b795e47,test,mechanical,back_pain|confounder_abscess,121,False,"A 43-year-old man with a history of hepatitis C and current intravenous drug use presents with 5 days of fever, chills, headache, and severe back pain. On physical exam, temperature is 100.6 deg F (38.1 deg C), blood pressure is 109/56 mmHg, pulse is 94/min, and respirations are 18/min. He is thin and diaphoretic with pinpoint pupils, poor dentition, and track marks on his arms and legs. A high-pitched systolic murmur is heard, loudest in the left sternal border and with inspiration. He is admitted to the hospital and started on broad-spectrum antibiotics. One of the blood cultures drawn 12 hours ago returns positive for Staphylococcus aureus. Which of the following is the most appropriate next step to confirm the diagnosis?",Repeat blood cultures now,,,
awinml/medqa:test:279,ce3273b41ccfe11d,test,malignancy,low_back|back_pain,196,False,"A 76-year-old man is brought to the physician by his wife because of low back pain and weakness for the past 4 weeks. He says that the pain is sharp, radiates to his left side, and has a burning quality. He has had a cough occasionally productive of blood-streaked sputum for the past 2 months. He has had 3.2-kg (7.0-lb) weight loss in that time. He is now unable to walk without assistance and has had constipation and difficulty urinating for the past 2 weeks. He has hypertension treated with enalapril. He has smoked 1 pack of cigarettes daily for 60 years. His temperature is 37°C (98.6°F), pulse is 75/min, and blood pressure is 150/80 mm Hg. He is oriented to person, place, and time. Neurologic examination shows 3/5 strength of the lower extremities. Deep tendon reflexes are hyperreflexive. Babinski sign is present bilaterally. Sensory examination shows decreased sensation to pinprick below the T4 dermatome. He is unable to lie recumbent due to severe pain. An x-ray of the chest shows multiple round opacities of varying sizes in both lungs. Which of the following is the most appropriate next step in the management of this patient?",Intravenous dexamethasone therapy,,,
awinml/medqa:test:312,1365883c93bc3d0e,test,mechanical,low_back|back_pain,76,False,"A 68-year-old female presents to her primary care physician with a 7-month history of fatigue and low back pain. Her pain is not improved by over the counter analgesics. Laboratory analysis is notable for a calcium level of 11.5 mg/dL, creatinine level of 2.0 mg/dL, and blood urea nitrogen level of 30 mg/dL. Large eosinophilic casts are seen on renal biopsy. Which of the following findings is most likely to be seen on peripheral blood smear?",Linear aggregations of red blood cells,,,
awinml/medqa:test:374,0df9dfc65045e376,test,mechanical,low_back,239,False,"A 50-year-old man presents to his physician with chronic cough, aching joints in his hips and lower back, and malaise over the past 2 months. He describes himself as being “generally healthy” before the cough began. Past medical history includes hypertension. The patient takes clopamide and a multivitamin daily. His parents are both well and living in a senior living facility. He does not smoke and only drinks alcohol occasionally. During a review of symptoms, the patient described a hiking trip in and around the desert near Phoenix, Arizona, 4 months ago. At the office, his temperature is 38.6°C (101.4°F), heart rate is 102/min, respirations are 20/min, and blood pressure is 120/82 mm Hg. A focused chest exam reveals mild fremetus and dullness with percussion on the right side. A chest X-ray shows a right-sided consolidation of the lower right lung, and a chest CT shows an irregular opacity measuring 3.8 cm x 3.0 cm in the sub-plural region of the right middle lobe, a small right-sided pleural effusion, and mild right-sided hilar adenopathy. A lung biopsy is performed to rule out cancer and reveals necrotic granulomatous inflammation with multinucleated giant cells and spherules with endospores in the surrounding tissues. The laboratory tests show the following results:
Hemoglobin 12.9 mg/dL
Leukocyte count 9,300/mm3
Platelet count 167,000/mm3
Erythrocyte sedimentation rate 43 mm/hr
Periodic acid-Schiff and silver methenamine Positive
Acid-fast stain Negative
 Which of the following is the most likely diagnosis?",Valley fever,,,
awinml/medqa:test:412,96079712a018b84e,test,mechanical,low_back|back_pain,187,False,"A 64-year-old man comes to the emergency department because of a 2-day history of lower back pain, fever, and chills. He has had nausea but no vomiting during this time. He has hypertension, chronic kidney disease, and type 2 diabetes mellitus. Three months ago, he underwent amputation of his left third toe because of a non-healing ulcer. He has smoked a pack of cigarettes daily for 48 years. Current medications include hydrochlorothiazide, metoprolol, and insulin. His temperature is 39.4°C (102.9°F), pulse is 102/min, blood pressure is 150/94 mm Hg, and respirations are 18/min. Examination shows a 1-cm (0.4-in) round ulcer on the sole of his right foot. There is costovertebral angle tenderness on the left side. The abdomen is soft. Laboratory studies show:
Hemoglobin 11.5 g/dL
Leukocyte count 19,000/mm3
Serum
Na+ 140 mEq/L
Cl− 102 mEq/L
K+ 5.0 mEq/L
HCO3− 25 mEq/L
Urea nitrogen 65 mg/dL
Creatinine 2.4 mg/dL
Glucose 240 mg/dL
Urine
Blood 1+
Protein 1+
WBC 100/hpf
Nitrite 2+
WBC casts numerous
Urine and blood samples for culture and sensitivity tests are obtained. Which of the following is the most appropriate next step in management?""",Inpatient treatment with intravenous ciprofloxacin,,,
